date,operator,draw_no,1st,2nd,3rd,special,consolation
2010-05-09,Magnum 4D,569/10,3989,7844,8158,"9947,8625,9941,3253,4164,3507,1007,8129,2239,8863","2832,1987,0005,9849,3245,5154,6170,8350,1853,3673"
2010-05-09,Sports Toto 4D,3347/10,9019,1075,1362,"8191,0210,8749,7391,6950,2326,1449,3282,6755,7530","2043,3973,4761,3825,3374,4802,8445,7673,7771,3606"
2010-05-12,Da Ma Cai 1+3D,3295/10,4887,4316,1910,"0915,6562,5978,5234,9395,6195,2375,0599,9507,4622","7231,4945,7191,4210,1103,1937,0826,5540,7634,1701"
2010-05-12,Magnum 4D,570/10,5716,6297,6485,"2461,6010,5453,9792,5010,2868,0728,8630,8849,1943","7555,6809,8278,8247,1796,7224,5287,9637,4069,2500"
2010-05-12,Sports Toto 4D,3348/10,8084,3685,2211,"0895,3686,6960,2096,3116,5936,5679,6070,8616,4233","1121,7694,6672,4100,9782,5304,6583,1021,8735,1685"
2010-05-15,Da Ma Cai 1+3D,3296/10,8687,3695,1155,"8183,2007,7797,5455,5109,8440,2380,9782,6112,2076","6247,2638,3576,8655,3348,1485,4994,6411,9693,9227"
2010-05-15,Magnum 4D,571/10,0947,6508,2558,"1947,5536,5551,8438,4707,9206,4458,7455,6061,6937","2358,6849,0618,2175,0830,8868,1012,5150,6672,3223"
2010-05-16,Da Ma Cai 1+3D,3297/10,1228,2355,8743,"3187,5150,8787,8590,0063,3914,9261,0994,4361,2156","6344,7866,4494,8717,8734,8289,9231,5162,0893,5345"
2010-05-16,Magnum 4D,572/10,0364,9070,6182,"9635,2914,4545,7844,5372,2550,6814,8906,2856,7583","7341,1145,3100,9215,6412,5999,9409,0759,7431,0816"
2010-05-19,Da Ma Cai 1+3D,3298/10,3556,0521,8108,"7718,7503,3994,2551,6626,7119,8089,1857,6726,2568","3481,9846,9716,4683,6286,6920,7145,1925,3233,1033"
2010-05-19,Magnum 4D,573/10,8027,7561,4165,"7286,4688,3614,3412,3735,0846,4688,7244,7442,2701","2835,4684,4139,2494,4097,5633,0781,8945,8504,7904"
2010-05-22,Da Ma Cai 1+3D,3299/10,5951,5696,0840,"6299,3278,7399,5167,0135,1186,4582,5125,5040,4877","1889,7731,6902,8697,8765,0497,1028,2142,8561,6166"
2010-05-22,Magnum 4D,574/10,9017,4719,9915,"3499,3042,8375,5803,1530,4403,2047,0440,7237,4111","6695,2180,5439,3324,6108,1406,5928,0797,8019,1675"
2010-05-23,Da Ma Cai 1+3D,3300/10,4047,5041,1099,"6823,4713,0774,1325,4986,4279,0923,9321,6863,0733","3127,4009,9843,1373,1870,2288,5140,1826,1206,3658"
2010-05-23,Magnum 4D,575/10,9323,7378,6159,"7829,8696,7412,9071,2376,5558,8359,6412,9549,0388","0243,2658,7739,0911,1092,9259,3845,4268,7737,0214"
2010-05-26,Da Ma Cai 1+3D,3301/10,8806,6655,8859,"3489,8800,9648,6232,5742,2367,0701,5010,1111,9661","6515,2481,6842,0957,2285,8038,4394,0047,4773,5846"
2010-05-26,Magnum 4D,576/10,3069,4110,6094,"7051,1014,8418,8547,7092,3241,5618,9894,9447,4108","1469,8066,7509,3756,5103,8777,7126,0909,9035,1727"
2010-05-29,Da Ma Cai 1+3D,3302/10,3660,8219,7273,"3598,4668,9375,2830,9922,4616,8336,2389,2451,7405","3981,3262,4991,6782,1477,2735,9008,0370,0480,3469"
2010-05-29,Magnum 4D,577/10,7792,7208,3315,"6343,3475,1525,5679,1550,4772,3116,1137,8591,8608","5069,9684,9280,6358,1770,7718,9782,7281,5607,6733"
2010-05-30,Da Ma Cai 1+3D,3303/10,6463,8094,9451,"0749,6953,6966,7694,3360,5110,7339,5691,9330,4828","4961,4089,3915,7786,0809,6162,9901,7306,0096,8523"
2010-05-30,Magnum 4D,578/10,4901,8982,8050,"1539,1134,9723,3558,3844,8175,2155,4883,2614,2509","3340,6655,1188,5093,7839,5166,7735,5360,0390,9060"
2010-06-01,Da Ma Cai 1+3D,3304/10,6846,3373,5007,"0788,5226,8654,3466,0308,4925,1637,2149,9710,5520","4708,1340,2062,2461,0426,2430,4705,8074,2803,3687"
2010-06-01,Magnum 4D,579/10,7116,2479,3015,"2980,2474,4961,3850,1777,4642,7022,7226,7298,5444","5828,8278,1967,2349,6280,6505,7160,2945,8623,0985"
2010-06-02,Da Ma Cai 1+3D,3305/10,0370,6372,2224,"4235,4058,2514,5606,8057,2461,4590,7645,2953,4163","3134,4318,3090,6878,1084,6033,0533,6123,4915,5861"
2010-06-02,Magnum 4D,580/10,8704,2523,6619,"8026,9159,2565,1271,9768,9650,0119,1247,5613,2092","5909,0056,7193,2237,2663,0155,8805,9663,4096,4013"
2010-06-05,Da Ma Cai 1+3D,3306/10,9655,9952,2488,"5558,7266,1560,5257,6822,8441,4325,2309,2306,7073","1530,4999,8106,9294,3067,9459,6051,0542,1965,3965"
2010-06-05,Magnum 4D,581/10,1890,0959,5016,"0978,7642,2399,9206,2332,9234,6744,3070,9196,8821","6128,7483,6403,6320,4870,7128,8340,2658,2584,6732"
2010-06-06,Da Ma Cai 1+3D,3307/10,4316,0222,5759,"2560,5817,1738,0878,5366,7710,3185,4165,0413,3811","6724,0095,2265,7956,0927,8265,3588,0401,4705,7375"
2010-06-06,Magnum 4D,582/10,1111,0148,1663,"9565,5007,8586,0249,2683,6092,3094,5585,7215,1994","0600,1180,4616,2805,0957,5255,5158,8299,3935,3388"
2010-06-09,Da Ma Cai 1+3D,3308/10,9050,2119,7334,"5518,1081,7104,3365,6983,3062,9631,1629,2954,7104","2275,1748,0178,7736,3299,9634,7383,0183,0760,2598"
2010-06-09,Magnum 4D,583/10,5116,4668,2269,"7115,6210,0511,1981,8124,4826,5194,9840,0291,9697","7286,8170,4418,4766,6527,6565,6324,9183,3525,3580"
2010-06-12,Da Ma Cai 1+3D,3309/10,6752,8547,3487,"6494,0002,0980,4672,4681,4272,4827,2544,3675,9446","3669,9652,1574,5953,2123,2087,4016,5233,2854,9499"
2010-06-12,Magnum 4D,584/10,2296,0266,3149,"7940,5752,2362,7113,1265,7803,5133,1690,3707,8548","9083,1949,3838,8160,2648,7648,8744,6144,9532,7366"
2010-06-13,Da Ma Cai 1+3D,3310/10,3161,5187,1090,"6254,9425,4997,2758,8901,1941,6315,1865,9807,5931","4850,6842,4538,3074,6174,4247,9376,5673,2734,5072"
2010-06-13,Magnum 4D,585/10,7877,3711,7056,"3145,2481,6620,9129,1787,2425,2401,6210,0171,6676","9084,2379,2249,0057,9096,7812,7291,5623,1009,6764"
2010-06-16,Da Ma Cai 1+3D,3311/10,3672,8331,4340,"9101,7926,2876,4612,0941,4785,0846,4858,2129,1656","4907,3646,6728,0951,4166,2769,6933,3197,2663,5723"
2010-06-16,Magnum 4D,586/10,6206,5914,0016,"8271,6260,5625,8558,3944,0079,9186,5434,2300,0151","0847,5028,4101,4061,9731,8967,3536,7450,2648,0932"
2010-06-19,Da Ma Cai 1+3D,3312/10,8735,4819,3006,"7720,6887,0301,8528,3033,3287,5399,4793,5594,1553","6589,7075,0400,5719,6324,7196,2651,6348,9722,5395"
2010-06-19,Magnum 4D,587/10,2033,7530,3526,"1298,6438,2246,6566,3144,0021,9688,0351,1455,5304","9946,2676,9319,6578,4418,5274,2611,1522,9326,7029"
2010-06-20,Da Ma Cai 1+3D,3313/10,1212,8592,4963,"5452,1056,6854,4038,8840,1663,6865,4601,4808,0761","8754,0151,7489,0402,9540,8692,9458,0096,5627,4866"
2010-06-20,Magnum 4D,588/10,2903,2259,5393,"1903,2256,7717,0173,9793,2195,3057,9562,6574,4649","8081,1057,5100,7550,5731,2717,9532,0493,4761,2178"
2010-06-20,Sports Toto 4D,3366/10,4860,0322,0917,"2263,7323,0420,5657,2968,6281,7487,2892,3499,8102","4818,3419,3028,6742,0557,5427,7097,6026,6749,5797"
2010-06-23,Da Ma Cai 1+3D,3314/10,2228,0005,1502,"1908,8827,3121,0921,2347,3228,3371,6827,5813,5935","4729,9342,1372,0588,6209,0096,3668,3436,0355,4707"
2010-06-23,Magnum 4D,589/10,0002,0603,3220,"1909,1290,8031,5346,5440,7763,1947,7550,1055,8170","2434,5950,8441,7461,5412,0419,2250,0283,5688,2569"
2010-06-23,Sports Toto 4D,3367/10,7814,1103,0781,"0418,1357,2764,6130,7620,4581,4073,6216,4394,2830","8151,0328,8182,8065,1605,9902,3985,7060,0901,7547"
2010-06-26,Da Ma Cai 1+3D,3315/10,0928,8571,6397,"3036,5494,6435,5444,1607,1418,4672,6048,3332,4561","8598,2409,9088,2643,9986,6531,3561,9087,1528,8168"
2010-06-26,Magnum 4D,590/10,2494,3555,1353,"5131,2870,1111,2781,5779,8080,9346,3009,7162,3227","1406,9722,9173,5710,6757,7426,9902,8752,4032,8460"
2010-06-26,Sports Toto 4D,3368/10,6187,7538,6412,"0070,1474,1569,0697,7581,2488,6854,2949,8012,8664","3825,6712,4362,2859,4898,5314,0218,7816,9172,1841"
2010-06-27,Da Ma Cai 1+3D,3316/10,6335,9136,6652,"1005,7940,0921,2860,1183,2692,6306,8217,2949,8780","8160,2561,8414,5107,5782,1433,1532,8130,5055,6343"
2010-06-27,Magnum 4D,591/10,2039,9043,2232,"4883,0918,3931,8265,5872,0489,9451,6877,6579,4508","6976,3363,2930,9039,5597,0660,9216,0888,2011,9624"
2010-06-27,Sports Toto 4D,3369/10,9831,8678,0710,"6236,6335,8561,8688,3009,3963,5512,9014,9072,7942","0981,8975,3078,3955,9258,3233,3661,6165,2283,6939"
2010-06-29,Da Ma Cai 1+3D,3317/10,0595,6006,1904,"5647,0844,9981,4609,1091,1610,5526,0769,9383,8990","2411,0023,2158,4632,0396,1237,0749,3025,7714,9047"
2010-06-29,Magnum 4D,592/10,0723,5879,9758,"6115,2431,9901,4889,9127,0412,0514,0624,0893,5008","5960,0877,4323,3822,1647,1881,1021,6679,2400,9569"
2010-06-29,Sports Toto 4D,3370/10,5878,4765,8634,"9952,8215,7831,6698,5649,4466,8764,1882,7671,5413","9838,4532,9006,9946,0122,5823,7355,7466,2570,6623"
2010-06-30,Da Ma Cai 1+3D,3318/10,8502,2100,0082,"1081,8117,5028,3523,5583,5456,3568,7103,9715,5538","0157,3243,0276,6553,4850,5334,7720,8817,4033,6286"
2010-06-30,Magnum 4D,593/10,5240,2052,6670,"2647,9363,3332,6058,2299,3162,9746,8769,9303,0903","0186,0065,1923,7471,1502,8963,4598,8595,4126,2427"
2010-06-30,Sports Toto 4D,3371/10,3893,0938,6337,"0862,4485,6710,2296,6913,1750,0353,7558,1692,9336","2505,2896,1730,0368,9630,1070,9494,5190,3792,0758"
2010-07-03,Da Ma Cai 1+3D,3319/10,2755,5747,9828,"1011,9183,1312,9479,4146,1324,8732,0560,5337,7735","9190,9714,9256,1340,4215,7017,0703,9919,3737,6635"
2010-07-03,Magnum 4D,594/10,1316,8498,7993,"2835,2420,8009,8129,9225,9752,0248,5398,0985,3306","4188,1023,4942,4471,9294,7566,6946,9355,6240,2882"
2010-07-03,Sports Toto 4D,3372/10,7589,5145,6011,"2665,9228,5276,0057,1636,5836,5084,6692,3433,3348","7014,3454,3468,2584,7166,4352,3993,7883,9856,3224"
2010-07-04,Da Ma Cai 1+3D,3320/10,3633,9598,0796,"9704,5959,7005,0509,3401,9863,1381,5262,7618,4254","3366,3062,2488,0628,7453,8381,5046,4926,0712,9416"
2010-07-04,Magnum 4D,595/10,1650,8693,4967,"5331,2901,8081,9998,6003,7335,3910,2486,7322,5939","1632,1245,7410,0895,5793,5939,1129,2214,4110,3080"
2010-07-04,Sports Toto 4D,3373/10,4208,8520,3578,"8190,6120,9182,9161,5102,4265,0195,5449,9109,5377","4298,9225,2805,2075,1909,9599,0094,0721,1121,9610"
2010-07-06,Da Ma Cai 1+3D,3321/10,8201,4419,5316,"6808,3529,6924,9987,9077,2868,1191,1613,0764,1450","1207,5707,5134,2346,9708,6068,9010,6333,8676,6015"
2010-07-06,Magnum 4D,596/10,1884,9781,0240,"4860,1291,0292,5328,6420,9221,6541,5715,9750,3409","8780,8055,1026,0679,1252,0540,2819,5324,3852,1636"
2010-07-06,Sports Toto 4D,3374/10,1512,9784,8725,"5434,0603,3859,2578,2782,5033,6782,1956,2810,1502","1289,3318,2203,1558,2074,9962,4173,7825,1833,0317"
2010-07-07,Da Ma Cai 1+3D,3322/10,2585,2710,8855,"4375,1975,3775,1708,8018,9409,3959,0315,8892,2300","8525,1898,9527,1161,8611,0801,8903,5588,4412,8273"
2010-07-07,Magnum 4D,597/10,5622,8419,6226,"6287,6259,0439,4881,0998,4087,2959,0067,2502,3425","2660,3901,2690,3701,9961,5080,1282,6362,3565,0488"
2010-07-07,Sports Toto 4D,3375/10,2227,1957,0144,"7173,1269,8185,5573,9724,9215,5471,2432,2241,7487","9043,0097,4386,8751,8687,5874,8758,6832,9909,8672"
2010-07-10,Da Ma Cai 1+3D,3323/10,4856,0000,8068,"7682,4690,6359,1267,3067,1540,7804,7648,5878,1868","2327,4486,7077,8540,9147,5343,2643,4273,5391,7296"
2010-07-10,Magnum 4D,598/10,9812,3144,1104,"0519,3327,3609,5821,7846,4363,0203,4869,7967,7731","0305,8180,4698,3215,3746,7505,2788,9859,9038,5861"
2010-07-10,Sports Toto 4D,3376/10,5619,6889,8651,"1773,4049,4913,1525,3789,3240,2879,9724,1601,9818","5295,3649,1925,5257,4912,4280,7737,7952,7017,6749"
2010-07-11,Da Ma Cai 1+3D,3324/10,1429,8505,5948,"6994,7323,4631,6061,4165,2281,7659,9453,8670,2785","8686,4513,1669,6498,4206,7646,4969,7364,9699,1560"
2010-07-11,Magnum 4D,599/10,4567,3380,7841,"8167,6581,0484,2375,8976,3677,5837,7040,0912,3286","8424,3901,6878,3856,1475,5713,3005,1731,2297,4895"
2010-07-11,Sports Toto 4D,3377/10,1099,4411,5605,"6114,5263,7769,7220,0526,4575,4474,5357,3441,5691","4739,1955,5388,4286,0406,8060,3698,0626,6864,7727"
2010-07-14,Da Ma Cai 1+3D,3325/10,5639,5729,6860,"6250,2443,6701,8041,0328,3145,9319,5848,2875,3585","2159,4993,4750,1485,6298,9160,1712,0972,1154,7352"
2010-07-14,Magnum 4D,600/10,6651,9241,2161,"6556,9091,4565,4551,2460,3273,8012,4130,3539,4411","0122,6632,5644,6186,3842,6106,2580,9914,3468,0084"
2010-07-14,Sports Toto 4D,3378/10,6631,0849,3120,"7792,7080,9235,1659,9536,4632,0247,9715,7887,0544","4670,9527,1615,0809,8616,0998,6081,7334,9778,3806"
2010-07-17,Da Ma Cai 1+3D,3326/10,9650,5521,0969,"4718,6026,2892,9870,8765,2982,0492,4757,1659,7547","3040,1736,3683,1978,9947,4203,0642,3003,2023,6437"
2010-07-17,Magnum 4D,601/10,1264,4153,4109,"9837,6362,2774,8156,4314,3341,7135,8160,5415,8822","1313,0228,3133,9111,5461,0243,9460,7627,8833,4441"
2010-07-17,Sports Toto 4D,3379/10,5735,9980,2227,"8461,6067,4182,3434,5728,9238,3653,5672,4672,5499","9772,1056,2162,4324,3747,2534,7936,3694,3149,8315"
2010-07-18,Da Ma Cai 1+3D,3327/10,6756,8131,8382,"3731,7702,5267,1946,2503,0422,8540,0398,0533,8845","7276,1182,7752,6412,1058,2681,9858,2158,3035,2565"
2010-07-18,Magnum 4D,602/10,0226,8212,1748,"3292,9080,2955,5501,1057,9398,5631,6598,6481,5858","5236,3839,9228,1155,0838,8210,3852,5148,4310,5296"
2010-07-18,Sports Toto 4D,3380/10,1911,9323,0908,"4894,9307,3644,9481,2409,8347,2252,6637,7998,3765","7304,1338,3804,5733,1134,6990,4017,6110,0708,8682"
2010-07-21,Da Ma Cai 1+3D,3328/10,6130,3179,6701,"5853,1175,5475,7886,0978,0763,0746,6314,0364,9958","3780,4682,4217,1849,8874,1794,2807,1403,8843,0272"
2010-07-21,Magnum 4D,603/10,7667,7236,4420,"7377,1709,7353,6686,1443,7405,0318,3190,5865,5928","7138,9878,8895,9831,4568,1418,2158,6569,5553,8358"
2010-07-21,Sports Toto 4D,3381/10,1436,2474,4587,"6477,1172,7177,9559,8307,1296,5269,0249,8689,5840","6186,8347,9693,0582,6744,8682,0171,1320,1632,5072"
2010-07-24,Da Ma Cai 1+3D,3329/10,4649,8214,6856,"2495,8058,9683,6292,4809,6742,4192,1744,9736,8019","7004,6721,9045,2400,1034,2238,3114,4655,5325,2501"
2010-07-24,Magnum 4D,604/10,3648,4163,5807,"3548,5867,8738,8360,3902,4522,3882,1446,1067,6079","1893,5568,6399,5010,5934,9458,9628,7924,6950,6804"
2010-07-24,Sports Toto 4D,3382/10,7894,4016,1601,"5193,9107,4404,1414,0192,0193,2007,3805,7704,5664","8809,7837,1129,8658,4903,1111,3073,2701,8777,6298"
2010-07-25,Da Ma Cai 1+3D,3330/10,9778,9395,9653,"7589,5780,0941,3239,9965,7712,1147,2517,6188,4754","4045,7115,5390,1831,3847,6892,6751,5155,8470,7213"
2010-07-25,Magnum 4D,605/10,2567,7577,1547,"8862,2911,9682,1281,8190,7648,8630,2829,2974,9496","9451,2520,4549,2063,5765,1192,2755,2752,1309,1449"
2010-07-25,Sports Toto 4D,3383/10,6676,6799,7241,"5774,5713,1403,1209,1020,1688,0460,0799,2800,1400","8771,6582,3723,4971,6060,0408,6044,9756,6537,8400"
2010-07-27,Da Ma Cai 1+3D,3331/10,6408,3285,4163,"5320,3333,6669,6444,8226,2707,9809,4443,0424,5418","7699,8531,5403,2948,3917,2802,2978,6712,1435,9538"
2010-07-27,Magnum 4D,606/10,9635,6296,2624,"9581,3389,2438,5843,5468,8228,0010,8066,9814,8970","2627,4993,3425,9678,6013,1264,8163,1876,9774,3642"
2010-07-27,Sports Toto 4D,3384/10,5537,5042,0495,"9033,1521,9552,4697,6420,1778,0167,8239,5846,0691","7299,4429,3127,1486,2581,2047,6122,8772,4378,7571"
2010-07-28,Da Ma Cai 1+3D,3332/10,2068,6141,8638,"4757,4438,7988,1050,9251,5458,2226,6307,9560,1221","4969,2217,6137,1044,0022,1454,3626,6709,4573,8953"
2010-07-28,Magnum 4D,607/10,3932,1863,3522,"9991,3519,9208,4339,9049,2036,0786,4963,5899,9896","5787,5054,0684,0210,7817,8452,6797,9657,6343,5856"
2010-07-28,Sports Toto 4D,3385/10,0489,2269,6586,"6067,9358,5293,4978,2933,1757,1693,0140,1794,1946","1157,0802,3791,9618,1257,1510,0365,0887,7263,6038"
2010-07-31,Da Ma Cai 1+3D,3333/10,0618,0182,2503,"7234,4209,7800,9311,3935,2519,6982,7306,3423,7290","6491,0896,4688,6449,2143,4808,4408,7828,6114,8041"
2010-07-31,Magnum 4D,608/10,6374,6977,5424,"2566,0119,5579,1700,2620,4037,8389,7489,6786,7144","4304,7121,7326,1631,0992,4593,5502,0657,2481,5766"
2010-07-31,Sports Toto 4D,3386/10,2576,3713,0237,"1347,9208,1439,8492,4295,8223,8816,0921,5964,7678","2837,1326,6281,4023,1922,3756,2232,9165,0552,8545"
2010-08-01,Da Ma Cai 1+3D,3334/10,1408,5691,6421,"2265,0215,3536,3071,9907,6311,3222,1067,4512,9025","4343,2241,5877,1655,6354,4380,1029,6203,9628,4322"
2010-08-01,Magnum 4D,609/10,9600,4999,2680,"4725,1415,6220,3304,3369,3140,1429,7936,8957,5168","4946,1145,1699,1288,4779,5713,8837,0403,6711,3896"
2010-08-01,Sports Toto 4D,3387/10,8101,4553,7330,"3653,0945,9124,6055,8275,3736,4441,9257,1517,8976","0396,6000,6976,2203,2642,0505,7367,0316,5507,4733"
2010-08-03,Da Ma Cai 1+3D,3335/10,6766,8769,9249,"9781,6522,8849,7460,6982,0891,7216,9158,4952,0960","3524,0348,6626,5778,4581,0400,7128,0702,9948,4169"
2010-08-03,Magnum 4D,610/10,8854,8953,6388,"9945,5389,1822,8613,4822,1271,9627,6246,2489,1918","9956,9351,6750,5671,0130,5141,9851,8943,9062,0769"
2010-08-03,Sports Toto 4D,3388/10,2917,7841,6514,"2603,5195,2128,2500,5687,7627,3414,6052,7939,8273","0731,5601,9217,8065,6144,5699,3810,0095,7847,1292"
2010-08-04,Da Ma Cai 1+3D,3336/10,8265,7165,5713,"5749,4360,3106,0572,6758,3739,4317,7314,1996,1983","7289,7801,7742,8252,3539,7632,5053,0739,9639,5912"
2010-08-04,Magnum 4D,611/10,7729,7063,8675,"1283,3071,9071,2191,6138,2950,5403,0423,4659,5555","1239,1924,4680,6084,7086,2603,4587,0123,8683,7827"
2010-08-04,Sports Toto 4D,3389/10,6859,8132,1057,"7583,6407,8106,5930,3768,3070,5129,3120,6385,5264","7511,2217,6236,1235,6150,2637,2084,0516,0806,3908"
2010-08-07,Da Ma Cai 1+3D,3337/10,4358,2891,9104,"3222,4346,8440,5080,1810,0767,7941,9955,8134,7244","0872,7371,4803,3847,2551,6348,9901,9632,2516,7344"
2010-08-07,Magnum 4D,612/10,8391,2246,7813,"9920,7337,9465,9333,9278,4314,1504,5088,1463,9219","2654,3315,9031,8694,6973,3251,4799,8167,9473,8937"
2010-08-07,Sports Toto 4D,3390/10,8350,2517,0317,"4670,6652,7389,1959,7696,4361,4112,4940,5623,4721","0917,2284,1974,3424,7869,8423,5265,6562,1580,1583"
2010-08-08,Da Ma Cai 1+3D,3338/10,2840,0856,6350,"4113,4009,5531,6011,7185,1324,3778,5508,1002,0738","0284,4085,5083,5234,6093,1396,7896,5851,4375,4038"
2010-08-08,Magnum 4D,613/10,9195,2000,7306,"2505,8607,5100,9570,1863,4086,9595,3701,1350,4397","9413,8504,6922,3258,1439,1904,2652,2422,6119,2674"
2010-08-08,Sports Toto 4D,3391/10,1512,6369,7122,"9079,5243,5521,2167,3799,0029,2349,9112,4521,2916","2702,2523,0971,6407,6494,6690,8598,8244,1934,9595"
2010-08-11,Da Ma Cai 1+3D,3339/10,4508,4483,1075,"5882,3188,1709,3977,5268,2089,3144,9398,7447,3840","2447,8414,2938,4604,9828,9351,3500,7188,4584,2424"
2010-08-11,Magnum 4D,614/10,7770,6969,2812,"1022,3098,0827,7013,7128,3480,8850,5651,0731,8363","9910,4959,2055,7261,3889,5497,0459,0294,8082,7718"
2010-08-11,Sports Toto 4D,3392/10,2662,3935,0507,"1289,2745,9372,5208,6732,9243,6608,2878,7877,7423","3291,6446,6703,2128,4267,7353,5607,1549,6302,1856"
2010-08-14,Da Ma Cai 1+3D,3340/10,2485,4897,6605,"3846,0468,1379,6831,9692,2571,9672,7683,6929,7691","4724,3704,0147,4649,9407,7644,3698,4806,9998,9117"
2010-08-14,Magnum 4D,615/10,4306,3803,4188,"9713,6183,8845,8158,4316,0024,7330,6810,0974,8425","1711,6509,2828,0478,0402,5216,2339,9556,5864,4161"
2010-08-14,Sports Toto 4D,3393/10,6191,3490,6451,"2780,3075,7660,0363,4585,8852,3732,4735,3487,5248","8811,1274,0988,7294,7968,9827,7079,0236,7636,8806"
2010-08-15,Da Ma Cai 1+3D,3341/10,9838,8240,5191,"3092,0607,8677,1199,9392,6362,3144,5032,5623,7385","7663,6940,1058,5337,9597,4419,3931,5879,9907,4482"
2010-08-15,Magnum 4D,616/10,3417,3952,9165,"5778,2266,2249,4159,5988,0417,5131,2895,0027,9655","3264,3809,2211,4816,7796,2574,6453,0285,3741,0400"
2010-08-15,Sports Toto 4D,3394/10,6681,4655,6642,"9240,1586,0271,0064,3340,0162,7037,7605,2954,2258","1924,3091,2169,2171,4840,5036,7123,4396,0550,4013"
2010-08-18,Da Ma Cai 1+3D,3342/10,1776,6004,2085,"6938,9055,6189,7549,8458,7748,4867,6477,7676,3411","5293,7591,8771,2597,5921,6951,6758,3038,3108,9239"
2010-08-18,Magnum 4D,617/10,6327,9051,8198,"2390,8366,1442,5581,3889,6774,5223,3878,8475,2660","4211,9438,2680,7486,7683,6561,8909,2407,4150,3297"
2010-08-18,Sports Toto 4D,3395/10,2281,2287,7385,"6950,7530,6113,1082,2319,5807,3778,5831,5056,8527","6633,6404,4630,4329,2543,5453,3996,0836,6118,5139"
2010-08-21,Da Ma Cai 1+3D,3343/10,3481,6484,4877,"9206,1864,4990,6005,5779,2012,9448,5454,3564,2039","2658,1074,9661,8929,2279,0464,1489,2214,5440,3173"
2010-08-21,Magnum 4D,618/10,4469,2562,4199,"5784,6358,8859,0803,9505,6195,2756,3729,9894,6912","4428,8554,8599,7216,2038,5111,3965,7466,5721,8059"
2010-08-21,Sports Toto 4D,3396/10,5914,0197,9373,"3128,4116,8387,4118,0691,3783,7278,7394,2098,6616","8471,1541,2780,5522,2286,1291,0486,9077,5455,6004"
2010-08-22,Da Ma Cai 1+3D,3344/10,9286,2374,9874,"9969,4508,0017,7203,1950,1508,5167,6245,4445,2726","6691,7993,8909,8306,9850,5804,6131,7442,9789,0391"
2010-08-22,Magnum 4D,619/10,4987,9485,3655,"6892,9717,0053,3680,1099,5496,0355,5117,7680,9609","0248,9495,6765,9694,4039,9744,7253,3718,5366,5624"
2010-08-22,Sports Toto 4D,3397/10,1256,3813,3132,"9190,1945,3444,8916,0354,8660,1468,6390,3086,3746","4554,7105,0124,6564,0553,4913,7519,6982,5484,4804"
2010-08-25,Da Ma Cai 1+3D,3345/10,1283,6332,0486,"0211,5164,9921,5546,8014,0653,5167,8308,6328,6471","3287,5179,9239,0109,6272,9869,8148,2663,4303,5247"
2010-08-25,Magnum 4D,620/10,1466,3984,7483,"9245,6288,5846,4869,7142,5754,3465,9277,4908,0082","3112,3906,2070,2524,1240,5828,6217,3090,8737,3325"
2010-08-25,Sports Toto 4D,3398/10,9836,0944,9404,"1147,8405,9997,6264,0020,8629,7820,6757,5727,1159","6016,4553,5513,4781,8197,2762,5041,3322,3095,1985"
2010-08-28,Da Ma Cai 1+3D,3346/10,4280,8759,7920,"5930,9169,0609,8277,6054,7746,7454,0867,6825,4944","4368,2739,9175,2669,9654,0724,7244,5254,7890,9372"
2010-08-28,Magnum 4D,621/10,3177,8367,7005,"5166,6498,1317,8148,4370,7593,9080,7771,5328,6067","5189,7906,7030,6344,7726,1497,1193,4725,5816,4032"
2010-08-28,Sports Toto 4D,3399/10,2189,9433,0446,"8984,7265,0693,0938,3942,2505,9889,3954,0226,3952","1613,9643,9380,8206,2200,5280,0099,5985,2772,2454"
2010-08-29,Da Ma Cai 1+3D,3347/10,9609,7180,6882,"4341,6126,0344,5743,5199,7048,5622,5130,5051,2405","9688,3823,6504,4274,9284,4040,3036,0506,4852,0698"
2010-08-29,Magnum 4D,622/10,7614,1553,1506,"2778,5611,5653,1635,3159,9373,5227,9286,0377,0304","7885,1791,3450,6842,6410,9914,7968,6128,4544,7803"
2010-08-29,Sports Toto 4D,3400/10,1318,8769,8344,"1494,5497,5715,1210,5564,8528,4381,7057,2257,7698","2765,0598,4212,1132,7017,0073,8289,9514,4369,6423"
2010-09-01,Da Ma Cai 1+3D,3348/10,4302,4430,7132,"7587,8510,3918,4723,2308,5235,9127,3703,2756,7015","1442,8231,4495,1905,6636,6203,4776,3773,9165,1892"
2010-09-01,Magnum 4D,623/10,4369,7933,2237,"3154,5262,7101,8775,3148,4457,2507,3150,4073,2030","7834,8640,1899,1158,6371,1602,7091,3929,1571,9087"
2010-09-01,Sports Toto 4D,3401/10,9717,1279,1328,"2718,1334,8338,4906,9377,8694,6179,3019,1926,2259","9618,8120,7652,5389,0894,2115,8991,4694,3609,6705"
2010-09-04,Da Ma Cai 1+3D,3349/10,5080,7034,7925,"6317,3936,3895,7896,6562,2126,2715,5452,9588,7218","0935,7803,9297,4814,1502,7269,0805,9520,4787,9276"
